,Unnamed: 0.1,Unnamed: 0,s1_cis,t1_cis,exchange_integral,dsp_scf,dsp_cis,homo_lumo_overlap,oscillator_strength,run_time,rid,nid,smiles,s1_ref,t1_ref,t1_s1_ref,oscillator_strength_ref,id
27854,27867,571,0.0683795854048341,0.0181653778703534,0.0323148078986579,0.002269066868955,0.0013367349321683,0.7142920644560302,0.0089225235772594,0.2587560389999908,XII,1006,N#Cc1c(N)c2ccc(N)c2c2c(C#N)cccnc12,1.6088,1.054,0.5548,0.022,XII_1006
27855,27868,15194,0.0666552234323418,0.0198844045409885,0.0300622283776598,0.0006837539590426,0.0001952307550906,0.6709349473525364,0.0634308416892697,0.3097365170006014,XII,1007,N#Cc1c(N)c2ccc(N)c2c2c(C#N)cnc(N)cc12,1.584,1.0724,0.5116,0.0566,XII_1007
27856,27869,36230,0.068619690712623,0.0213016655781004,0.0316979955629249,0.0008383363665955,0.000324841045329,0.678473819977391,0.0249851655484823,0.2676328950001334,XII,1008,N#Cc1c(N)c2ccc(N)c2c2c(C#N)cnc(N)nc12,1.6,1.0907,0.5093,0.0476,XII_1008
27857,27870,12331,0.067028359495417,0.014653763135783,0.0323938354504482,0.0014823131065366,0.0007444112399107,0.7135705248705762,0.0750926988169062,0.2197171759999037,XII,1009,N#Cc1c(N)c2ccc(N)c2c2c(C#N)cnccc12,1.6162,1.0313,0.5849,0.0504,XII_1009
27858,27871,53949,0.0711802993455137,0.0202876522913442,0.0321430946640303,0.0013149969366872,0.0006452637974701,0.7000410445028995,0.0117709162449953,0.2583110450013919,XII,1010,N#Cc1c(N)c2ccc(N)c2c2c(C#N)cncnc12,1.6687,1.103,0.5657,0.0444,XII_1010
27859,27872,19584,0.0693143425225528,0.0304592244257548,0.0272939172495284,0.0010495065196088,0.0005092427699864,0.664283867330907,0.0141918120939565,0.2286041679999471,XII,1011,N#Cc1c(N)c2ccc(N)c2c2cc(N)cc(N)cc12,1.7661,1.2323,0.5338,0.0512,XII_1011
27860,27873,35835,0.0728553257113162,0.0287553617308944,0.0292063770210842,0.0007324127693424,0.000298041096715,0.6572408877181266,0.0031758014122378,0.2527242369997111,XII,1012,N#Cc1c(N)c2ccc(N)c2c2cc(N)cc(N)nc12,1.7738,1.1655,0.6083,0.0496,XII_1012
27861,27874,44907,0.068807061148,0.0283852859946804,0.0282135694894648,0.0013492013669506,0.000721682934308,0.6821112506073135,0.0213280313727964,0.1998383710015332,XII,1013,N#Cc1c(N)c2ccc(N)c2c2cc(N)cccc12,1.6924,1.1948,0.4976,0.0427,XII_1013
27862,27875,62917,0.0708134509090001,0.0270076678105795,0.0300472156667148,0.0010144871139241,0.0005084712029962,0.6763374885957522,0.001779721233986,0.2068423220007389,XII,1014,N#Cc1c(N)c2ccc(N)c2c2cc(N)ccnc12,1.7332,1.1612,0.572,0.0388,XII_1014
27863,27876,61760,0.0705803156867972,0.0298603317514434,0.0274679056938543,-0.0001062131836702,-0.000325064092516,0.6137481099811409,0.0456209283573547,0.229039959000147,XII,1015,N#Cc1c(N)c2ccc(N)c2c2cc(N)nc(N)cc12,1.7524,1.2474,0.505,0.058,XII_1015
27864,27877,28677,0.0728326210349621,0.0299486050328425,0.0287524549696166,-0.0001152292470564,-0.0003237864710076,0.6490272815163307,0.0273778491382429,0.2490530519999083,XII,1016,N#Cc1c(N)c2ccc(N)c2c2cc(N)nc(N)nc12,1.785,1.2068,0.5782,0.0511,XII_1016
27865,27878,30807,0.0719661374046936,0.0268805977353707,0.0293464907332548,0.0002791847596533,-6.353186776238178e-05,0.6778228975216449,0.0473741238531429,0.2187434499992377,XII,1017,N#Cc1c(N)c2ccc(N)c2c2cc(N)nccc12,1.7123,1.1698,0.5425,0.0539,XII_1017
27866,27879,31784,0.0739869269656878,0.0285873223225081,0.0297542392469314,0.0002641606369959,-5.446231191578752e-05,0.6745967255397223,0.0179918366006466,0.2024668850008311,XII,1018,N#Cc1c(N)c2ccc(N)c2c2cc(N)ncnc12,1.7907,1.1855,0.6052,0.0474,XII_1018
27867,27880,20426,0.0686940118373797,0.0280115649140384,0.0286634494621385,0.0015235505840709,0.0008440803110367,0.6856189501934327,0.0107240430014941,0.2043992330000037,XII,1019,N#Cc1c(N)c2ccc(N)c2c2cccc(N)cc12,1.7485,1.1706,0.5779,0.0353,XII_1019
27868,27881,29919,0.0722195395047862,0.0252294774480787,0.0313393350791622,0.0011996459636505,0.0006257364006458,0.6750972696367904,0.001552110103292,0.2215123699998002,XII,1020,N#Cc1c(N)c2ccc(N)c2c2cccc(N)nc12,1.755,1.0724,0.6826,0.0381,XII_1020
27869,27882,49237,0.0682430907699043,0.0261865572658308,0.0294297712432402,0.0018084624709988,0.0010496407934376,0.7016976945153554,0.0193037588923508,0.1705778030009241,XII,1021,N#Cc1c(N)c2ccc(N)c2c2cccccc12,1.6335,1.1548,0.4787,0.0217,XII_1021
27870,27883,11920,0.0702089914292329,0.0235585692626614,0.0324025214986567,0.0014900811485976,0.0008387399337112,0.7012795098954613,0.0001776759686141,0.146795129000111,XII,1022,N#Cc1c(N)c2ccc(N)c2c2ccccnc12,1.7156,1.0954,0.6202,0.0139,XII_1022
